n,convex_time,os_time
10,0.0009999275207519531,0.0010004043579101562
310,0.012999534606933594,0.011001110076904297
610,0.10202598571777344,0.019998788833618164
910,0.0940251350402832,0.028002262115478516
1210,0.14899873733520508,0.03800225257873535
1510,0.33900022506713867,0.04799985885620117
1810,0.22100257873535156,0.05799722671508789
2110,0.1279926300048828,0.0700080394744873
2410,0.3510305881500244,0.0709996223449707
2710,0.5360019207000732,0.07700181007385254
3010,0.2070024013519287,0.08602428436279297
3310,0.5149943828582764,0.09300804138183594
3610,0.35103273391723633,0.10702919960021973
3910,0.049025535583496094,0.11297369003295898
4210,0.5339739322662354,0.11699986457824707
4510,0.7260251045227051,0.13199973106384277
4810,0.22299480438232422,0.14103102684020996
5110,0.763031005859375,0.15199899673461914
5410,0.7879996299743652,0.1600055694580078
5710,0.04497075080871582,0.16500449180603027
6010,0.34298062324523926,0.16899466514587402
6310,1.07496976852417,0.18002963066101074
6610,0.25100231170654297,0.1979990005493164
6910,0.44100093841552734,0.23502445220947266
7210,1.3300294876098633,0.20797467231750488
7510,1.1109743118286133,0.22002506256103516
7810,1.312025547027588,0.23299884796142578
8110,1.484975814819336,0.2360231876373291
8410,0.6329729557037354,0.25702619552612305
8710,1.1610007286071777,0.28797483444213867
9010,0.5930230617523193,0.2599773406982422
9310,1.1989984512329102,0.2720003128051758
9610,1.3120241165161133,0.28299999237060547
9910,0.9799816608428955,0.28799915313720703
10210,0.9750003814697266,0.29702281951904297
10510,0.6589980125427246,0.3050241470336914
10810,0.568974494934082,0.31600141525268555
11110,2.2789723873138428,0.32200145721435547
11410,0.634000301361084,0.33500003814697266
11710,1.8679964542388916,0.3410036563873291
12010,2.109025478363037,0.3729739189147949
12310,1.260024070739746,0.35700249671936035
12610,2.1541969776153564,0.36999988555908203
12910,0.9980003833770752,0.37800049781799316
13210,1.7700011730194092,0.3879997730255127
13510,2.8870017528533936,0.39100003242492676
13810,2.5910115242004395,0.39800071716308594
14110,2.9140284061431885,0.4179975986480713
14410,2.308976411819458,0.41900038719177246
14710,1.4379980564117432,0.4229769706726074
15010,2.3903236389160156,0.44002604484558105
15310,2.056973695755005,0.45802736282348633
15610,1.7168529033660889,0.5459990501403809
15910,1.1441066265106201,0.4907865524291992
16210,1.7750828266143799,0.47945666313171387
16510,0.7337737083435059,0.508000373840332
16810,0.8190526962280273,0.5980217456817627
17110,2.3126142024993896,0.580514669418335
17410,2.8406379222869873,0.6560451984405518
17710,2.6237165927886963,0.5954029560089111
18010,2.3364884853363037,0.6406970024108887
18310,0.9766874313354492,0.6356589794158936
18610,4.859136343002319,0.6526529788970947
18910,3.263854742050171,0.5666682720184326
19210,2.5179576873779297,0.5694284439086914
19510,2.663445234298706,0.6662445068359375
19810,2.925102472305298,0.7410252094268799
20110,3.0326485633850098,0.6950795650482178
20410,3.529599666595459,0.6132955551147461
20710,3.1659233570098877,0.6358091831207275
21010,1.3019676208496094,0.6322314739227295
21310,2.4045188426971436,0.6379153728485107
21610,3.2018890380859375,0.6534876823425293
21910,2.6616899967193604,0.6629981994628906
22210,2.422067642211914,0.6619901657104492
22510,2.482917070388794,0.8411190509796143
22810,5.4299280643463135,0.7830204963684082
23110,6.955660820007324,0.8465313911437988
23410,6.437903165817261,0.7020690441131592
23710,4.460769176483154,0.7159996032714844
24010,3.7240824699401855,0.8659999370574951
24310,5.492689371109009,0.8925127983093262
24610,3.6341757774353027,0.7719995975494385
24910,4.396092176437378,0.7455744743347168
25210,2.717491865158081,0.9215104579925537
25510,2.7850005626678467,0.7889986038208008
25810,5.090994596481323,0.7760052680969238
26110,2.3655104637145996,0.7960009574890137
26410,2.005061388015747,0.8993384838104248
26710,2.562999725341797,0.8829998970031738
27010,8.39050841331482,0.7979986667633057
27310,3.4380226135253906,0.9719758033752441
27610,4.902443170547485,0.9270012378692627
27910,3.61476731300354,0.9458858966827393
28210,4.3731606006622314,1.0010590553283691
28510,5.049580097198486,0.903522253036499
28810,3.084731101989746,0.8912386894226074
29110,7.692831754684448,0.9025125503540039
29410,3.315211772918701,0.9367814064025879
29710,6.054318904876709,0.9067680835723877
30010,3.4087352752685547,0.9340968132019043
30310,4.873010635375977,0.9124011993408203
30610,2.66286039352417,0.9340527057647705
30910,1.510896921157837,0.9416639804840088
31210,3.0712509155273438,0.9515562057495117
31510,2.4488399028778076,0.9640583992004395
31810,2.185096025466919,0.9875216484069824
32110,5.129314184188843,1.0145559310913086
32410,0.9580507278442383,1.0033049583435059
32710,5.469175338745117,1.0437791347503662
33010,2.8238630294799805,1.0036027431488037
33310,4.967013359069824,1.0159478187561035
33610,4.831547498703003,1.0276083946228027
33910,8.733128547668457,1.067173719406128
34210,9.473452091217041,1.0690107345581055
34510,2.0953545570373535,1.0879230499267578
34810,6.636741399765015,1.0807428359985352
35110,2.9307055473327637,1.0709924697875977
35410,6.168756008148193,1.1589529514312744
35710,11.676383256912231,1.0814950466156006
36010,9.27267336845398,1.1517233848571777
36310,5.879540920257568,1.1850862503051758
36610,8.662998914718628,1.139098882675171
36910,1.4479742050170898,1.0710012912750244
37210,3.214510202407837,1.16499924659729
37510,11.653522968292236,1.190000057220459
37810,6.15600061416626,1.228515863418579
38110,8.916564226150513,1.25099778175354
38410,9.179800271987915,1.1496222019195557
38710,2.98099946975708,1.1839990615844727
39010,9.315966129302979,1.1760334968566895
39310,7.995435953140259,1.1980037689208984
39610,6.030325412750244,1.2076847553253174
39910,2.66117525100708,1.2860283851623535
